Date,Open,High,Low,Close,Adj Close,Volume
2017-12-08,52.590500,52.820999,52.292999,52.469002,52.469002,31170000
2017-12-11,52.555500,52.799999,52.206001,52.598499,52.598499,23254000
2017-12-12,52.500000,53.125000,52.243500,52.438499,52.438499,33882000
2017-12-13,52.604000,52.773998,52.328999,52.569500,52.569500,27680000
2017-12-14,52.774502,53.354000,52.680000,52.873501,52.873501,30962000
2017-12-15,53.188999,53.762501,53.004501,53.599998,53.599998,63760000
2017-12-18,53.822498,54.324501,53.518501,54.254501,54.254501,30292000
2017-12-19,54.151001,54.248501,53.613499,53.988998,53.988998,26350000
2017-12-20,54.046001,54.061501,53.430000,53.678001,53.678001,28728000
2017-12-21,53.769501,53.875999,53.450001,53.542500,53.542500,25640000
2017-12-22,53.500000,53.585999,53.382000,53.443001,53.443001,17788000
2017-12-26,53.431999,53.443001,52.931999,53.292500,53.292500,18376000
2017-12-27,53.330002,53.413502,52.918999,53.009998,53.009998,22324000
2017-12-28,53.112499,53.242001,52.668999,52.797501,52.797501,19884000
2017-12-29,52.774502,52.902500,52.634998,52.669998,52.669998,23606000
2018-01-02,52.651001,53.799000,52.651001,53.660500,53.660500,31766000
2018-01-03,53.696499,54.805000,53.671501,54.576000,54.576000,31318000
2018-01-04,54.854500,55.203999,54.713001,54.787998,54.787998,26052000
2018-01-05,55.172501,55.679001,55.090000,55.514500,55.514500,30250000
2018-01-08,55.549999,55.958000,55.500000,55.710499,55.710499,24644000
2018-01-09,55.922001,55.922001,55.410000,55.639500,55.639500,26808000
2018-01-10,55.349998,55.639000,55.199001,55.507000,55.507000,20734000
2018-01-11,55.615501,55.742500,55.324001,55.602501,55.602501,22424000
2018-01-12,55.505001,56.564999,55.400501,56.532501,56.532501,38586000
2018-01-16,57.015499,57.444000,56.333000,56.535000,56.535000,36462000
2018-01-17,56.818001,56.966000,56.174500,56.955002,56.955002,27830000
2018-01-18,56.967499,57.029499,56.223000,56.798500,56.798500,27498000
2018-01-19,56.901501,57.188999,56.625000,57.174999,57.174999,30552000
2018-01-22,57.191002,58.344002,57.091000,58.208000,58.208000,29550000
2018-01-23,58.530998,58.925499,58.362499,58.808498,58.808498,39138000
